,SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,SRO,NA2O,K2O,P2O5,BAO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,MN,NI,CO,CU,CD,ZN,AS,AG,S,CA,HE,HE4,HE3_HE4,HE3_HE4_R_RA,AR36,AR40,AR40_RG,AR38_AR36,AR40_AR36,NE,NE20,NE22,NE20_NE22,NE21_NE22,KR78,KR80,KR82,KR83,KR84,KR86,XE,XE124,XE126,XE128,XE129,XE130,XE131,XE132,XE134,XE136,XE129_XE132,XE131_XE132,XE134_XE132,XE136_XE132,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,AG,AS,B,BA,BE,BI,BR,C,CA,CD,CO,CR,CS,CU,GA,GER,HF,HG,INDIUM,IR,K,LI,MN,MO,NB,NI,OS,P,PB,PD,PT,RB,RE,RH,RU,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,W,Y,ZN,ZR,ZR2O3,TI,AS,AS,GER,H2O_M,H2O_P,H2O_M,H2O_P,INDIUM
3375,PETDB-3214-SR0167-1.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,37.3,5.86,27.5,7.37,2.49,7.71,1.22,6.65,1.25,3.14,0.422,2.38,0.339,,,,208,,,,,,,,328,,,,,5.2,,,,,,,,17.6,,,,1.22,,,1.92,,,,,,30.1,,,367,1.16,,1.23,,,0.511,,,35.6,,203,,,,,,,,,,
3376,PETDB-3214-SR0167-1.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,PETDB-3214-SR0167-1.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.83,3.19,13.88,,,14.16,,,,0.19,9.17,9.9,,1.84,0.17,0.34,,,,,,,,,225,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,23,,,,,,,,,,17.2,225,,,,,,1.2,,,,,,,,,384,,,,,,,249,,31.7,140,210,,,,,,,,,,
3378,PETDB-3214-SR0167-5.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,37.4,5.67,26.2,7.13,2.31,7.27,1.14,6.31,1.2,2.9,0.393,2.33,0.323,,,,137,,,,,,,,312,,,,,5.07,,,,,,,,16.5,,,,1.18,,,1.38,,,,,,29.3,,,375,1.16,,1.14,,,0.26,,,32.8,,193,,,,,,,,,,
3379,PETDB-3214-SR0167-5.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,PETDB-3214-SR0167-5.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.85,3,13.46,,,13.39,,,,0.18,8.94,10.39,,2.11,0.22,0.33,,,,,,,,,201,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,23,,,,,,,,,,16.4,201,,,,,,0.6,,,,,,,,,404,,,,,,,255,,29.6,124,201,,,,,,,,,,
3381,PETDB-3214-SR0168-2.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,35.8,5.53,26.7,7.05,2.42,7.33,1.14,6.24,1.16,2.9,0.384,2.27,0.32,,,,157,,,,,,,,317,,,,,4.94,,,,,,,,17,,,,1.04,,,1.42,,,,,,30.8,,,380,1.13,,1.15,,,0.239,,,33.4,,196,,,,,,,,,,
3382,PETDB-3214-SR0168-2.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,PETDB-3214-SR0168-2.9,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.32,3.05,13.49,,,13.75,,,,0.18,9.11,10.23,,1.9,0.16,0.32,,,,,,,,,213,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,23,,,,,,,,,,16.7,213,,,,,,0.8,,,,,,,,,400,,,,,,,268,,30.3,132,203,,,,,,,,,,
3384,PETDB-3214-SR0757-17.1,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,PETDB-3214-SR0754-11.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,19.9,2.97,13.9,3.62,1.26,4.06,0.644,3.67,0.72,1.84,0.253,1.51,0.213,,,,67.2,,,,,,,,955,,,,,2.6,,,,,,,,9.6,,,,0.67,,,4.02,,,,,,22.4,,,224,0.81,,0.61,,,0.191,,,19.8,,100,,,,,,,,,,
3386,PETDB-3214-SR0754-11.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,PETDB-3214-SR0754-11.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.7,1.83,10.02,,,12.68,,,,0.17,17.84,8.44,,1.46,0.24,0.17,,,,,,,,,983,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,14,,,,,,,,,,9.5,983,,,,,,3.8,,,,,,,,,228,,,,,,,190,,17.7,112,103,,,,,,,,,,
3388,PETDB-3214-SR0756-1.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,21.5,3.17,15,3.96,1.4,4.32,0.697,3.99,0.77,1.95,0.272,1.56,0.221,,,,66.3,,,,,,,,963,,,,,2.81,,,,,,,,10.5,,,,0.69,,,3.85,,,,,,26,,,244,0.87,,0.65,,,0.212,,,21.5,,107,,,,,,,,,,
3389,PETDB-3214-SR0756-1.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,PETDB-3214-SR0756-1.0,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.9,1.85,10.05,,,12.79,,,,0.18,17.9,8.48,,1.38,0.21,0.17,,,,,,,,,972,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,14,,,,,,,,,,9.6,972,,,,,,3.3,,,,,,,,,232,,,,,,,196,,18,112,105,,,,,,,,,,
3391,PETDB-3214-SR0756-13.25,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64,19.3,2.95,13.7,3.67,1.23,3.94,0.646,3.64,0.7,1.75,0.251,1.46,0.218,,,,61.9,,,,,,,,960,,,,,2.49,,,,,,,,9.6,,,,0.66,,,3.83,,,,,,24.3,,,225,0.77,,0.59,,,0.184,,,19.6,,101,,,,,,,,,,
3392,PETDB-3214-SR0756-13.25,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.38,1.77,9.69,,,12.69,,,,0.17,18.91,8.16,,1.54,0.21,0.17,,,,,,,,,992,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,14,,,,,,,,,,9.5,992,,,,,,3.5,,,,,,,,,226,,,,,,,191,,17.5,111,102,,,,,,,,,,
3393,PETDB-3214-SR0757-17.1,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,18.6,2.8,13,3.46,1.19,3.76,0.619,3.45,0.66,1.73,0.241,1.41,0.197,,,,63.2,,,,,,,,997,,,,,2.45,,,,,,,,9.2,,,,0.61,,,3.39,,,,,,23.2,,,215,0.76,,0.58,,,0.189,,,19,,95.6,,,,,,,,,,
3394,PETDB-3214-SR0757-17.1,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.17,1.7,9.19,,,12.7,,,,0.17,20.11,7.81,,1.26,0.2,0.16,,,,,,,,,1151,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,13,,,,,,,,,,8.8,1151,,,,,,3,,,,,,,,,214,,,,,,,184,,16.6,111,96,,,,,,,,,,
3395,PETDB-3214-SR0759-9.2,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,18.1,2.71,12.6,3.39,1.16,3.63,0.589,3.33,0.65,1.67,0.236,1.38,0.202,,,,49.9,,,,,,,,965,,,,,2.35,,,,,,,,8.9,,,,0.59,,,2.88,,,,,,22.2,,,207,0.69,,0.55,,,0.183,,,18.4,,90.8,,,,,,,,,,
3396,PETDB-3214-SR0759-9.2,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,PETDB-3214-SR0759-9.2,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.01,1.66,9.06,,,12.84,,,,0.18,20.69,7.73,,1.1,0.17,0.15,,,,,,,,,1164,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,13,,,,,,,,,,8.7,1164,,,,,,2.7,,,,,,,,,210,,,,,,,178,,16.3,109,94,,,,,,,,,,
3398,PETDB-3214-SR0762-4.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,19.3,2.99,14,3.64,1.24,3.88,0.634,3.54,0.71,1.77,0.251,1.51,0.207,,,,64.3,,,,,,,,1004,,,,,2.53,,,,,,,,9.5,,,,0.69,,,3.86,,,,,,22.9,,,221,0.78,,0.62,,,0.18,,,19.3,,98.3,,,,,,,,,,
3399,PETDB-3214-SR0762-4.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.69,1.82,9.98,,,12.67,,,,0.18,17.93,8.4,,1.63,0.25,0.17,,,,,,,,,928,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,14,,,,,,,,,,9.6,928,,,,,,3.9,,,,,,,,,232,,,,,,,197,,17.8,112,104,,,,,,,,,,
3400,PETDB-3214-SR0764-2.3,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,19,2.84,13.3,3.56,1.26,3.84,0.622,3.56,0.69,1.8,0.249,1.43,0.206,,,,87.3,,,,,,,,966,,,,,2.52,,,,,,,,9.2,,,,0.62,,,5.28,,,,,,22.7,,,214,0.74,,0.59,,,0.196,,,19,,96,,,,,,,,,,
3401,PETDB-3214-SR0764-2.3,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,PETDB-3214-SR0764-2.3,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.51,1.81,9.75,,,12.73,,,,0.17,18.85,8.06,,1.31,0.3,0.16,,,,,,,,,963,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,13,,,,,,,,,,9.4,963,,,,,,5.7,,,,,,,,,227,,,,,,,198,,17.4,112,102,,,,,,,,,,
3403,PETDB-3214-SR0801-17.6,,EARTHCHEMDB,10.1016/j.gca.2016.01.015,COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",nr,19.51,-155.5,0.0001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84,24.4,3.66,17.1,4.58,1.57,4.93,0.791,4.51,0.87,2.21,0.314,1.78,0.25,,,,87.4,,,,,,,,643,,,,,3.19,,,,,,,,12.6,,,,0.8,,,5.09,,,,,,27.5,,,251,0.88,,0.77,,,0.238,,,24.5,,126,,,,,,,,,,
