,SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,SRO,NA2O,K2O,P2O5,BAO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,MN,NI,CO,CU,CD,ZN,AS,AG,S,CA,HE,HE4,HE3_HE4,HE3_HE4_R_RA,AR36,AR40,AR40_RG,AR38_AR36,AR40_AR36,NE,NE20,NE22,NE20_NE22,NE21_NE22,KR78,KR80,KR82,KR83,KR84,KR86,XE,XE124,XE126,XE128,XE129,XE130,XE131,XE132,XE134,XE136,XE129_XE132,XE131_XE132,XE134_XE132,XE136_XE132,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,AG,AS,B,BA,BE,BI,BR,C,CA,CD,CO,CR,CS,CU,GA,GER,HF,HG,INDIUM,IR,K,LI,MN,MO,NB,NI,OS,P,PB,PD,PT,RB,RE,RH,RU,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,W,Y,ZN,ZR,ZR2O3,TI,AS,AS,GER,H2O_M,H2O_P,H2O_M,H2O_P,INDIUM
1468,PETDB-0077-BCB27,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,69,-72,1,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.01,1.08,13.71,,1.49,,8.44,,,0.16,12.49,12.31,,1.67,0.06,0.12,,,,,1.07,,,,340,,125,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,796,,125,16,,,,,,,,,,7,340,,,,,,,,,,,,,,,139,,,,,,,279,,21,79,69,,,,,,,1.07,,1.07,
1469,PETDB-0077-BCS05,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,70,-53,1,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,42.88,0.89,7.42,,2.19,,9.22,,,0.17,25.35,7.21,,0.91,0.11,0.12,,,,,2.54,,,,1325,,69,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1891,,69,9,,,,,,,,,,2,1325,,,,,,,,,,,,,,,224,,,,,,,207,,11,93,50,,,,,,,2.54,,2.54,
1470,PETDB-0077-BCS33,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,70,-53,1,,,,,,INAA,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,22.11,,16.49,4.76,1.69,,0.91,,,,,3.33,0.51,,,,,,,,,,,,,0.07,,,,3.14,,,,,,,,,,,,,,,,,,,,,41,,,,0.51,,0.95,,,0.44,,,,,,,,,,,,,,,
1471,PETDB-0077-BCS33,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,70,-53,1,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.81,2.24,13.89,,1.91,,10.79,,,0.21,5.31,11.39,,2.42,0.21,0.23,,,,,3.48,,,,80,,202,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,147,,202,22,,,,,,,,,,8,80,,,,,,,,,,,,,,,205,,,,,,,370,,34,102,132,,,,,,,3.48,,3.48,
1472,PETDB-1172-BTHO,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.1,-21.8,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,< 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,PETDB-1172-C 269,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,5.66,10.05,1,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,,0.187,0.664,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,PETDB-1172-C 286,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,5.66,10.05,1,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.084,0.092,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,PETDB-1172-MIL 10,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.77,-20.715,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,4.3,3.38,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,PETDB-1172-MIL 62,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,65.01,-18.688,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,,,,,,,,,,16.7,10.9,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,PETDB-0075-RR 67,,EARTHCHEMDB,10.1016/S0009-2541(97)00029-6,"CONTRASTING OLD AND YOUNG VOLCANISM IN RURUTU ISLAND, AUSTRAL CHAIN",CHEMICAL GEOLOGY,"CHAUVEL, C; MCDONOUGH, W F; GUILLE, G; MAURY, R C; DUNCAN, R A",nr,-22.4,-151.3,0.1,,,,,,ICPAES,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.2,2.5,13.8,,12.58,,,,,0.14,6.92,11.1,,2.44,0.38,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,PETDB-0075-RR 67,,EARTHCHEMDB,10.1016/S0009-2541(97)00029-6,"CONTRASTING OLD AND YOUNG VOLCANISM IN RURUTU ISLAND, AUSTRAL CHAIN",CHEMICAL GEOLOGY,"CHAUVEL, C; MCDONOUGH, W F; GUILLE, G; MAURY, R C; DUNCAN, R A",nr,-22.4,-151.3,0.1,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,126,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,33,,19.5,,1.7,,,4.7,,2.2,,1.65,,,,,85,,,,,,,47,325,,,,,,,,,,,,,19,126,,,,,,4.5,,,,,,29.5,,,353,,,,,,,300,,22,,125,,,,,,,,,,
1479,PETDB-0077-BCB12,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,69,-72,1,,,,,,INAA,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,3.93,,3.61,1.27,0.53,,0.32,,,,,1.29,0.21,,,,,,,,,,,,,0.12,,,,0.87,,,,,,,,,,,,,,,,,,,,,30,,,,0.06,,0.05,,,0.23,,,,,,,,,,,,,,,
1480,PETDB-0077-BCB12,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,69,-72,1,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,44.99,0.71,10.01,,1.58,,8.96,,,0.17,21.51,9.41,,1.11,0.03,0.09,,,,,0.64,,,,950,,99,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,1939,,99,12,,,,,,,,,,3,950,,,,,,,,,,,,,,,81,,,,,,,221,,16,80,39,,,,,,,0.64,,0.64,
1481,PETDB-0077-BCB27,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,69,-72,1,,,,,,INAA,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,11.21,,8.12,2.27,0.89,,0.49,,,,,1.88,0.31,,,,,,,,,,,,,0.16,,,,1.48,,,,,,,,,,,,,,,,,,,,,40,,,,0.29,,0.26,,,0.25,,,,,,,,,,,,,,,
1482,PETDB-0077-BCS18,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,70,-53,1,,,,,,INAA,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,12.31,,9.66,2.78,1.05,,0.52,,,,,1.81,0.28,,,,,,,,,,,,,0.11,,,,1.94,,,,,,,,,,,,,,,,,,,,,33,,,,0.31,,0.21,,,0.27,,,,,,,,,,,,,,,
1483,PETDB-0077-BCS18,,EARTHCHEMDB,,EARLY TERTIARY BASALTS FROM THE LABRADOR SEA FLOOR AND DAVIS STRAIT,CAN J EARTH SCI,"CLARKE, D B; CAMERON, B; MUECKE, G K; BATES, J L",nr,70,-53,1,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,46.52,1.29,11.39,,1.68,,9.49,,,0.17,15.61,10.89,,1.62,0.11,0.14,,,,,0.85,,,,582,,127,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,1181,,127,16,,,,,,,,,,5,582,,,,,,,,,,,,,,,174,,,,,,,299,,22,85,75,,,,,,,0.85,,0.85,
1484,PETDB-1172-BTHO,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.1,-21.8,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,,,,,,,,,,7.58,5.38,,,,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,PETDB-1172-BTHO,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.1,-21.8,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,47.35,0.93,15.06,,11.27,,,,,0.17,9.93,13.12,,1.91,0.017,0.014,,,,,,,,,164,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,116,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,PETDB-1172-C 256,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,5.66,10.05,1,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,,,,,,,,,,0.741,0.77,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,PETDB-1172-C 258,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,5.66,10.05,1,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,0.112,0.235,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,PETDB-1172-C 268,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,5.66,10.05,1,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,0.022,0.085,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,PETDB-1172-RE 114,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,-21.24,55.71,0.01,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,< 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,PETDB-1172-RE 114,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,-21.24,55.71,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349,,,,,,,,,,0.943,1.06,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,PETDB-1172-RE 114,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,-21.24,55.71,0.01,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,42.97,1.13,6.31,,15.36,,,,,0.2,27.49,5.24,,1.19,0.29,0.14,,,,,,,,,1005,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342,,63,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,PETDB-1172-RSG 32,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.04,-20.91,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,0.848,1.21,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,PETDB-1172-SNS 24,,EARTHCHEMDB,10.1016/S0016-7037(99)00219-7,"Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE",GEOCHIM COSMOCHIM ACTA,"REHKAEMPER, M; HALLIDAY, A N; FITTON, J G; LEE, D C; WIENEKE, M; ARNDT, N",nr,64.81,-23.43,0.01,,,,,,MC-ICP-MS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,,,,,,,,,65.9,4.03,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,PETDB-1854-MDJ-1A,,EARTHCHEMDB,10.1016/j.lithos.2006.09.015,GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA,LITHOS,"CHEN, Y; ZHANG, Y; GRAHAM, D W; SU, S; DENG, J",nr,44.15,129.626,1e-05,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.54,61.57,8.2,34.7,7.68,2.48,7.07,1.04,5.54,1.01,2.37,0.31,,,,,,334,,,,,,,,,0.6,,,,5.18,,,,,,,,37.97,,,,,,,,,,,,,,,,,2.34,,3.85,,,,177,,25.5,,,,,,,,,,,,
1495,PETDB-1854-JX-3A,,EARTHCHEMDB,10.1016/j.lithos.2006.09.015,GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA,LITHOS,"CHEN, Y; ZHANG, Y; GRAHAM, D W; SU, S; DENG, J",nr,45.1483,130.901,1e-05,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,57.6,7.67,33.4,7.51,2.48,7.26,1.09,5.81,1.04,2.7,,,,,,,233,,,,,,,,,,,,,6.04,,,,,,,,42.5,,,,,,,,,,,,,,,,,2.7,,3.97,,,,189,,29.6,,,,,,,,,,,,
1496,PETDB-1854-JX-3A,,EARTHCHEMDB,10.1016/j.lithos.2006.09.015,GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA,LITHOS,"CHEN, Y; ZHANG, Y; GRAHAM, D W; SU, S; DENG, J",nr,45.1483,130.901,1e-05,,,,,,IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,PETDB-1854-JX-3A,,EARTHCHEMDB,10.1016/j.lithos.2006.09.015,GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA,LITHOS,"CHEN, Y; ZHANG, Y; GRAHAM, D W; SU, S; DENG, J",nr,45.1483,130.901,1e-05,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,46.09,2.69,13.71,,,12.61,,,,0.17,8.84,8.45,,2.88,1.85,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,,,,,,,,,,238,,,,,,,,,,
1498,PETDB-1854-MDJ-4A,,EARTHCHEMDB,10.1016/j.lithos.2006.09.015,GEOCHEMISTRY OF CENOZOIC BASALTS AND MANTLE XENOLITHS IN NORTHEAST CHINA,LITHOS,"CHEN, Y; ZHANG, Y; GRAHAM, D W; SU, S; DENG, J",nr,44.4954,129.923,1e-05,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,56.2,7.62,32.3,6.99,2.31,6.77,0.98,5.05,0.89,2.18,,,,,,,325,,,,,,,,,,,,,5.73,,,,,,,,43.8,,,,,,,,,,,,,,,,,2.84,,3.74,,,,152,,23.8,,,,,,,,,,,,
